Front	Back	Tags
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆</h1><div class=""q"">堆（<span class=""blank"">______</span>）是一种数据序列，当任何一个分支结点的值都不大于（或不小于）其左、右子结点的值时称为堆。将其数组看作<span class=""blank"">______</span>的顺序<span class=""blank"">______</span>，父结点与子结点之间满足有序性。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆</h1><div class=""a"">堆（<span class=""hit"">heap</span>）是一种数据序列，当任何一个分支结点的值都不大于（或不小于）其左、右子结点的值时称为堆。将其数组看作<span class=""hit"">完全二叉树</span>的顺序<span class=""hit"">存储结构</span>，父结点与子结点之间满足有序性。</div><div class=""ansbox"">挖空答案：<b>heap、完全二叉树、存储结构</b></div><div class=""pg"">教材页码：P183</div>"	树与二叉树 识记 堆及优先队列 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>最大堆</h1><div class=""q"">最大堆（<span class=""blank"">______</span>）是指堆中任何一个<span class=""blank"">______</span>的值都不小于其子结点的值，即父结点值≥子结点值。树的<span class=""blank"">______</span>值是全部结点中的最大值。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>最大堆</h1><div class=""a"">最大堆（<span class=""hit"">大根堆</span>）是指堆中任何一个<span class=""hit"">分支结点</span>的值都不小于其子结点的值，即父结点值≥子结点值。树的<span class=""hit"">根结点</span>值是全部结点中的最大值。</div><div class=""ansbox"">挖空答案：<b>大根堆、分支结点、根结点</b></div><div class=""pg"">教材页码：P184</div>"	树与二叉树 识记 堆及优先队列 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>最小堆</h1><div class=""q"">最小堆（<span class=""blank"">______</span>）是指堆中任何一个<span class=""blank"">______</span>的值都不大于其子结点的值，即父结点值≤子结点值。树的<span class=""blank"">______</span>值是全部结点中的最小值。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>最小堆</h1><div class=""a"">最小堆（<span class=""hit"">小根堆</span>）是指堆中任何一个<span class=""hit"">分支结点</span>的值都不大于其子结点的值，即父结点值≤子结点值。树的<span class=""hit"">根结点</span>值是全部结点中的最小值。</div><div class=""ansbox"">挖空答案：<b>小根堆、分支结点、根结点</b></div><div class=""pg"">教材页码：P184</div>"	树与二叉树 识记 堆及优先队列 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆顶</h1><div class=""q"">堆顶是堆（<span class=""blank"">______</span>）的<span class=""blank"">______</span>，是堆中优先级最高的元素。最大堆的堆顶是最大值，<span class=""blank"">______</span>的堆顶是最小值。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆顶</h1><div class=""a"">堆顶是堆（<span class=""hit"">完全二叉树</span>）的<span class=""hit"">根结点</span>，是堆中优先级最高的元素。最大堆的堆顶是最大值，<span class=""hit"">最小堆</span>的堆顶是最小值。</div><div class=""ansbox"">挖空答案：<b>完全二叉树、根结点、最小堆</b></div><div class=""pg"">教材页码：P184</div>"	树与二叉树 识记 堆及优先队列 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>子堆</h1><div class=""q"">子堆是指堆中任意一棵<span class=""blank"">______</span>也构成堆，且保持与原堆相同的性质。即<span class=""blank"">______</span>的任何子树仍是最大堆，<span class=""blank"">______</span>的任何子树仍是最小堆。这是堆的递归性质。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>子堆</h1><div class=""a"">子堆是指堆中任意一棵<span class=""hit"">子树</span>也构成堆，且保持与原堆相同的性质。即<span class=""hit"">最大堆</span>的任何<span class=""hit"">子树</span>仍是<span class=""hit"">最大堆</span>，<span class=""hit"">最小堆</span>的任何<span class=""hit"">子树</span>仍是<span class=""hit"">最小堆</span>。这是堆的递归性质。</div><div class=""ansbox"">挖空答案：<b>子树、最大堆、最小堆</b></div><div class=""pg"">教材页码：P184</div>"	树与二叉树 识记 堆及优先队列 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>优先队列</h1><div class=""q"">优先队列是保存具有优先值的各元素的结构，输出时选择最优先的元素输出。可以使用堆作为优先队列的<span class=""blank"">______</span>：建<span class=""blank"">______</span>，每次输出<span class=""blank"">______</span>元素后重新整理堆。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">堆及优先队列</span></div><h1>优先队列</h1><div class=""a"">优先队列是保存具有优先值的各元素的结构，输出时选择最优先的元素输出。可以使用堆作为优先队列的<span class=""hit"">存储结构</span>：建<span class=""hit"">最大堆</span>，每次输出<span class=""hit"">堆顶</span>元素后重新整理堆。</div><div class=""ansbox"">挖空答案：<b>存储结构、最大堆、堆顶</b></div><div class=""pg"">教材页码：P189</div>"	树与二叉树 识记 堆及优先队列 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆的存储方式</h1><div class=""q"">堆使用<span class=""blank"">______</span>存储元素，数组中下标i处元素的<span class=""blank"">______</span>在2i+1处，右子结点在2i+2处，<span class=""blank"">______</span>在⌊(i-1)/2⌋处。同时保存当前堆中元素个数n。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆的存储方式</h1><div class=""a"">堆使用<span class=""hit"">一维数组</span>存储元素，数组中下标i处元素的<span class=""hit"">左子结点</span>在2i+1处，右子结点在2i+2处，<span class=""hit"">父结点</span>在⌊(i-1)/2⌋处。同时保存当前堆中元素个数n。</div><div class=""ansbox"">挖空答案：<b>一维数组、左子结点、父结点</b></div><div class=""pg"">教材页码：P184</div>"	树与二叉树 领会 堆及优先队列 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆与完全二叉树的关系</h1><div class=""q"">堆对应于一棵<span class=""blank"">______</span>。将堆的数据序列依次存入<span class=""blank"">______</span>，该数组就是完全二叉树的顺序<span class=""blank"">______</span>。堆的定义中的大小关系对应完全二叉树中父子结点间的大小关系。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆与完全二叉树的关系</h1><div class=""a"">堆对应于一棵<span class=""hit"">完全二叉树</span>。将堆的数据序列依次存入<span class=""hit"">一维数组</span>，该数组就是<span class=""hit"">完全二叉树</span>的顺序<span class=""hit"">存储结构</span>。堆的定义中的大小关系对应<span class=""hit"">完全二叉树</span>中父子结点间的大小关系。</div><div class=""ansbox"">挖空答案：<b>完全二叉树、一维数组、存储结构</b></div><div class=""pg"">教材页码：P184</div>"	树与二叉树 领会 堆及优先队列 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆的有序性</h1><div class=""q"">堆的有序性仅在具有祖先和后代关系的元素间保持。任何结点到堆顶的路径上各结点之间有序：<span class=""blank"">______</span>为降序，<span class=""blank"">______</span>为升序。但同一层或不同层的<span class=""blank"">______</span>之间未必有序。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆的有序性</h1><div class=""a"">堆的有序性仅在具有祖先和后代关系的元素间保持。任何结点到堆顶的路径上各结点之间有序：<span class=""hit"">最小堆</span>为降序，<span class=""hit"">最大堆</span>为升序。但同一层或不同层的<span class=""hit"">兄弟结点</span>之间未必有序。</div><div class=""ansbox"">挖空答案：<b>最小堆、最大堆、兄弟结点</b></div><div class=""pg"">教材页码：P184</div>"	树与二叉树 领会 堆及优先队列 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆的建立过程</h1><div class=""q"">堆的建立过程：从最后一个<span class=""blank"">______</span>开始，自下而上、从后向前逐个将以该结点为根的子树整理成堆（<span class=""blank"">______</span>）。叶结点本身已是堆，只需处理分支结点。直到处理完<span class=""blank"">______</span>，整棵树即成为堆。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">堆及优先队列</span></div><h1>堆的建立过程</h1><div class=""a"">堆的建立过程：从最后一个<span class=""hit"">分支结点</span>开始，自下而上、从后向前逐个将以该结点为根的子树整理成堆（<span class=""hit"">ShiftDown</span>）。叶结点本身已是堆，只需处理<span class=""hit"">分支结点</span>。直到处理完<span class=""hit"">根结点</span>，整棵树即成为堆。</div><div class=""ansbox"">挖空答案：<b>分支结点、ShiftDown、根结点</b></div><div class=""pg"">教材页码：P186</div>"	树与二叉树 领会 堆及优先队列 13003数据结构与算法
